,name,gene_reaction_rule,subunit_num,subunit_mw
PYDXK_num2,Pyridoxal kinase,b1636,2 ,31.321842100000037
GTPCII2,GTP cyclohydrolase II (25drapp),b1277,2,21.835724700000025
SADT2,Sulfate adenyltransferase,b2752 and b2751,4 and 4 ,35.18790470000003 and 52.557816000000095
LCARS,"Lacaldehyde reductase (S-propane-1,2-diol forming)",b2799,2,40.512904000000034
ALCD19_num1,Alcohol dehydrogenase (glycerol),b1478,4,35.37917940000002
ALCD19_num2,Alcohol dehydrogenase (glycerol),b1241,40 ,96.12608940000067
RMPA,Rhamnulose-1-phosphate aldolase,b3902,4,30.14513760000001
SBTPD,Sorbitol-6-phosphate dehydrogenase,b2705,4,27.857554299999997
PFK_2,Phosphofructokinase,b3916,4,34.841664300000005
GLTPD,Galactitol-1-phosphate dehydrogenase,b2091,2,37.38970400000004
TGBPA_num1,Tagatose-bisphosphate aldolase,( b3132 and b3137 ),( 1 and 4 ),( 47.19186040000006 and 31.29332090000001 )
TGBPA_num2,Tagatose-bisphosphate aldolase,( b2095 and b2096 ),( 1 and 1 ) ,47.10817600000003 and 30.811576400000025
MANAO,Mannonate oxidoreductase,b4323,1,53.57958900000011
TAGURr,Tagaturonate reductase,b1521,1,54.807609200000066
PGLYCP,Phosphoglycolate phosphatase,b3385,1,27.38882999999999
GLXCL,Glyoxalate carboligase,b0507,2,64.73103830000011
TARTD,L(+)-tartrate dehydratase,b3062 and b3061,2 and 2 ,22.679214800000025 and 32.73319750000004
GLCRAL,5-dehydro-4-deoxyglucarate aldolase,b3126,6,27.38380469999998
KAS14_num1,Beta-ketoacyl-ACP synthase,b2323,2,42.61287280000006
KAS14_num2,Beta-ketoacyl-ACP synthase,b1095,2 ,43.04528340000006
EDTXS1,Endotoxin Synthesis (lauroyl transferase),b1054,1,35.406449200000026
EDTXS2,Endotoxin Synthesis (myristoyl transferase),b1855,1,37.40995179999998
EDTXS3,Endotoxin Synthesis (palmitoleoyl ACP),b2378,1,35.49301739999999
EDTXS4,Endotoxin Synthesis (myristoyl transferase),b1855,1,37.40995179999998
NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),b0109,2,32.76166130000006
HACD4_num1,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),b3846,2,79.59295340000031
HACD4_num2,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),b2341,1 ,77.0712984000004
HACD7_num1,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),b2341,1,77.0712984000004
HACD7_num2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),b3846,2 ,79.59295340000031
AACPS1,Acyl-[acyl-carrier-protein] synthetase (n-C14:0),b1094 and b2836,1 and 1 ,8.639416499999992 and 80.69904430000035
SDPDS,Succinyl-diaminopimelate desuccinylase,b2472,2,41.26853570000004
DMSOR1_num1,Dimethyl sulfoxide reductase (Menaquinol 8),( b1588 and b1589 and b1590 and b1587 ),( 1 and 1 and 1 and 1 ),( 89.98603870000046 and 22.75154820000001 and 30.523318500000027 and 89.77897050000045 )
DMSOR1_num2,Dimethyl sulfoxide reductase (Menaquinol 8),( b0896 and b0895 and b0894 ),( 1 and 1 and 1 ) ,30.825881799999994 and 22.86873770000001 and 90.39760710000039
DKGLCNR2y,"2,5-diketo-D-gluconate reductase (NADPH)",b3553,2,35.39509920000004
2DGULRy,2-dehydro-L-gulonate reductase (NADPH),b3553,2,35.39509920000004
RZ5PP,Alpha-ribazole 5-phosphate phosphatase,b0638,1,23.308201100000012
NTD9_num1,5'-nucleotidase (GMP),b2361,1,20.25522349999999
NTD9_num2,5'-nucleotidase (GMP),b2744,1,26.900114600000002
NTD9_num3,5'-nucleotidase (GMP),b3399,1,25.398524800000015
NTD9_num4,5'-nucleotidase (GMP),b0675,1 ,27.162780400000003
NTD10,5'-nucleotidase (XMP),b2744,1,26.900114600000002
ADPT,Adenine phosphoribosyltransferase,b0469,2,19.85861569999999
ADK1,Adenylate kinase,b0474,1,23.585735300000007
OCTDPS,Octaprenyl pyrophosphate synthase,b3187,2,35.216580200000024
AACPS2,Acyl-[acyl-carrier-protein] synthetase  (n-C14:1),b1094 and b2836,1 and 1 ,8.639416499999992 and 80.69904430000035
AACPS3,Acyl-[acyl-carrier-protein] synthetase  (n-C16:0),b1094 and b2836,1 and 1 ,8.639416499999992 and 80.69904430000035
AACPS4,Acyl-[acyl-carrier-protein] synthetase  (n-C16:1),b2836 and b1094,1 and 1 ,80.69904430000035 and 8.639416499999992
AMANK,N-acetyl-D-mannosamine kinase,b3222,1,29.643512499999982
ACNML,N-Acetylneuraminate lyase,b3225,4,32.59308130000001
CAT_num1,Catalase,b1732,4,84.1615419000005
CAT_num2,Catalase,b3942,4 ,80.02279920000045
SERASr,(L-seryl)adenylate synthase,b0586,1,141.9892243000003
DMSOR2,Dimethyl sulfoxide reductase (Demethylmenaquinol 8),b0896 and b0895 and b0894,1 and 1 and 1 ,30.825881799999994 and 22.86873770000001 and 90.39760710000039
ACMAMUT,UDP-N-acetyl-D-mannosaminuronic acid transferase,b3794,1,27.927842400000017
DDGALK,2-dehydro-3-deoxygalactonokinase,b3693,1,31.373211700000063
AB6PGH_num1,Arbutin 6-phosphate glucohydrolase,b3721,1,53.16065850000007
AB6PGH_num2,Arbutin 6-phosphate glucohydrolase,b2901,1,55.36013120000004
AB6PGH_num3,Arbutin 6-phosphate glucohydrolase,b2716,1 ,53.93429920000008
AMALT1,Amylomaltase (maltotriose),b3416,1,78.5025889000005
MLTP2,Maltodextrin phosphorylase (maltohexaose),b3417,2,90.5212686000005
PACCOAL,Phenylacetate-CoA ligase,b1398,1,48.95232130000002
GP4GH,Gp4G hydrolase,b0049,1,31.296348000000005
ACGAMT,UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase,b3784,2,40.95675470000003
AADDGT,"DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase",b4481,1,40.63909220000004
GMHEPK,D-glycero-D-manno-heptose 7-phosphate kinase,b3052,2,51.05000780000004
TRE6PS,"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)",b1896,1,53.61048960000007
UDCPDP_num1,Undecaprenyl-diphosphatase,b1278,1,29.020883700000027
UDCPDP_num2,Undecaprenyl-diphosphatase,b0841,1,22.3983829
UDCPDP_num3,Undecaprenyl-diphosphatase,b3057,1 ,29.758421400000007
TREH,"Alpha,alpha-trehalase",b3519,1,63.6959330000002
CYTK1,Cytidylate kinase (CMP),b0910,1,24.746036300000004
CYTK2,Cytidylate kinase (dCMP),b0910,1,24.746036300000004
GK1,Guanylate kinase (GMP:ATP),b3648,2,23.592424300000012
HACD1_num1,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),b3846,2,79.59295340000031
HACD1_num2,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),b2341,1 ,77.0712984000004
HACD2_num1,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),b3846,2,79.59295340000031
HACD2_num2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),b2341,1 ,77.0712984000004
ACACCT_num1,Acetyl-CoA:acetoacetyl-CoA transferase,( b2222 and b2221 ),( 2 and 2 ),( 22.959421200000016 and 23.525938000000025 )
ACACCT_num2,Acetyl-CoA:acetoacetyl-CoA transferase,b1694,1 ,57.561568000000044
BUTCT,Acetyl-CoA:butyrate-CoA transferase,b2222 and b2221,2 and 2 ,22.959421200000016 and 23.525938000000025
2DGULRx,2-dehydro-L-gulonate reductase (NADH),b3553,2,35.39509920000004
G1PTT_num1,Glucose-1-phosphate thymidylyltransferase,b2039,4,32.6931704
G1PTT_num2,Glucose-1-phosphate thymidylyltransferase,b3789,4 ,32.73399080000001
TDPGDH_num1,"DTDPglucose 4,6-dehydratase",b3788,1,39.75335690000003
TDPGDH_num2,"DTDPglucose 4,6-dehydratase",b2041,2 ,40.557811900000004
UDPGALM,UDPgalactopyranose mutase,b2036,1,42.965329200000006
TDPDRE,"DTDP-4-dehydrorhamnose 3,5-epimerase",b2038,1,21.269838100000015
TDPDRR,DTDP-4-dehydrorhamnose reductase,b2040,1,32.69372530000003
G3PD6,Glycerol-3-phosphate dehydrogenase (menaquinone-8),b2242 and b2243 and b2241,1 and 1 and 1 ,45.35671000000009 and 44.107567199999984 and 58.95758900000013
ALLTN,Allantoinase,b0512,4,49.601064600000065
UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,b3972,1,37.85056910000005
NDPK7_num1,Nucleoside-diphosphate kinase (ATP:dCDP),b0474,1,23.585735300000007
NDPK7_num2,Nucleoside-diphosphate kinase (ATP:dCDP),b2518,4 ,15.46325559999998
GLYAT,Glycine C-acetyltransferase,b3617,2,43.116554700000094
ADNUC,Adenosine hydrolase,b0030,1,32.560414300000026
GMHEPPA,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase",b0200,1,21.29400769999999
S7PI,Sedoheptulose 7-phosphate isomerase,b0222,4,20.814510900000002
TRPS3,Tryptophan synthase (indoleglycerol phosphate),b1260 and b1261,2 and 2 ,28.72380890000001 and 42.982535800000036
CRNBTCT,Gamma-butyrobetainyl-CoA: carnitine CoA transferase,b0038,2,45.12625319999997
CRNCBCT,Crotonobetainyl-CoA: carnitine CoA transferase,b0038,2,45.12625319999997
CRNCDH,Carnityl-CoA dehydratse,b0036,1,28.189895400000005
FADRx,FAD reductase,b3844,1,26.24168680000001
GTPDPK,GTP diphosphokinase,b2784,1,83.87462440000041
NDPK2_num1,Nucleoside-diphosphate kinase (ATP:UDP),b0474,1,23.585735300000007
NDPK2_num2,Nucleoside-diphosphate kinase (ATP:UDP),b2518,4 ,15.46325559999998
NDPK3_num1,Nucleoside-diphosphate kinase (ATP:CDP),b2518,4,15.46325559999998
NDPK3_num2,Nucleoside-diphosphate kinase (ATP:CDP),b0474,1 ,23.585735300000007
NDPK4_num1,Nucleoside-diphosphate kinase (ATP:dTDP),b0474,1,23.585735300000007
NDPK4_num2,Nucleoside-diphosphate kinase (ATP:dTDP),b2518,4 ,15.46325559999998
FCLT_num1,Ferrochelatase,b2431,1,33.05187550000003
FCLT_num2,Ferrochelatase,b0475,1,35.88396540000001
FCLT_num3,Ferrochelatase,b1019,2 ,46.753634300000066
HBZOPT,Hydroxybenzoate octaprenyltransferase,b4040,1,32.51135279999999
PNTK,Pantothenate kinase,b3974,2,36.35931270000001
DPCOAK,Dephospho-CoA kinase,b0103,1,22.621424699999995
HETZK,Hydroxyethylthiazole kinase,b2104,2,27.33887259999998
KDOPS,3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase,b1215,4,30.8323438
KDOPP,3-deoxy-manno-octulosonate-8-phosphatase,b3198,4,19.996880499999985
AST,Arginine succinyltransferase,b1747,1,38.45542360000003
SGDS,Succinylglutamate desuccinylase,b1744,1,35.79975100000005
CYNTAH,Cyanate aminohydrolase,b0340,10,17.04862789999999
GSPMDA,Glutathionylspermidine amidase,b2988,2,70.53109490000028
GSPMDS,Glutathionylspermidine synthetase,b2988,2,70.53109490000028
GUAD,Guanine deaminase,b2883,1,50.243629500000026
TMAOR1_num1,Trimethylamine N-oxide reductase (menaquinol 8),( b0896 and b0895 and b0894 ),( 1 and 1 and 1 ),( 30.825881799999994 and 22.86873770000001 and 90.39760710000039 )
TMAOR1_num2,Trimethylamine N-oxide reductase (menaquinol 8),( b1588 and b1589 and b1590 and b1587 ),( 1 and 1 and 1 and 1 ) ,89.98603870000046 and 22.75154820000001 and 30.523318500000027 and 89.77897050000045
TMAOR2,Trimethylamine N-oxide reductase (demethylmenaquinol 8),b0896 and b0895 and b0894,1 and 1 and 1 ,30.825881799999994 and 22.86873770000001 and 90.39760710000039
DGK1,Deoxyguanylate kinase (dGMP:ATP),b3648,2,23.592424300000012
DTMPK,DTMP kinase,b1098,1,23.782848600000012
NDPK1_num1,Nucleoside-diphosphate kinase (ATP:GDP),b0474,1,23.585735300000007
NDPK1_num2,Nucleoside-diphosphate kinase (ATP:GDP),b2518,4 ,15.46325559999998
TRDR_num1,Thioredoxin reductase (NADPH),( b0888 and b3781 ),( 2 and 1 ),( 34.62263650000004 and 11.806481899999984 )
TRDR_num2,Thioredoxin reductase (NADPH),( b2582 and b0888 ),( 1 and 2 ) ,15.554604899999989 and 34.62263650000004
PGMT_num1,Phosphoglucomutase,b0688,1,58.36024440000013
PGMT_num2,Phosphoglucomutase,b2690,1,20.77957939999998
PGMT_num3,Phosphoglucomutase,b1317,1 ,23.564637399999977
FRUK,Fructose-1-phosphate kinase,b2168,2,33.75529100000004
RHCCE,S-ribosylhomocysteine cleavage enzyme,b2687,1,19.415991600000005
KG6PDC_num1,3-keto-L-gulonate 6-phosphate decarboxylase,b4196,2,23.577805199999997
KG6PDC_num2,3-keto-L-gulonate 6-phosphate decarboxylase,b3581,1 ,23.444485999999976
X5PL3E_num1,L-xylulose 5-phosphate 3-epimerase,b4197,1,32.00627590000005
X5PL3E_num2,L-xylulose 5-phosphate 3-epimerase,b3582,1 ,32.4548221
DOGULNR,"2,3 dioxo-L-gulonate reductase",b3575,2,36.57232660000003
BETALDHx,Betaine-aldehyde dehydrogenase,b0312,4,52.9105159000001
BETALDHy,Betaine-aldehyde dehydrogenase,b0312,4,52.9105159000001
MLTG3,Maltodextrin glucosidase (maltopentaose),b0403,1,69.04017260000018
DKGLCNR1_num1,"2,5-diketo-D-gluconate reductase",b3012,1,31.109242900000023
DKGLCNR1_num2,"2,5-diketo-D-gluconate reductase",b0207,1 ,29.43642240000003
NADTRHD,NAD transhydrogenase,b3962,8,51.559803200000026
FMNRx2_num1,FMN reductase,b0937,2,21.253045199999992
FMNRx2_num2,FMN reductase,b3844,1,26.24168680000001
FMNRx2_num3,FMN reductase,b2764,8,66.26898860000018
ACPS1_num1,Acyl-carrier protein synthase,b2563,2,14.052120099999984
ACPS1_num2,Acyl-carrier protein synthase,b3475,1 ,21.767541700000013
GMPS2,GMP synthase,b2507,2,58.67853230000009
AMPN,AMP nucleosidase,b1982,6,53.99423270000006
GSNK,Guanosine kinase,b0477,2,48.44821730000007
ADCS,4-amino-4-deoxychorismate synthase,b1812 and b3360,1 and 1 ,50.96893390000005 and 20.7716199
ADCL_num1,4-aminobenzoate synthase,b1096,2,29.714750000000002
ADCL_num2,4-aminobenzoate synthase,b4039,1 ,18.776687
DHAPT,Dihydroxyacetone phosphotransferase,b2415 and b1198 and b1200 and b2416 and b1199,1 and 2 and 2 and 2 and 2 ,9.1192594 and 51.448023900000095 and 38.214766 and 63.56109830000026 and 22.63150759999998
UMPK_num1,UMP kinase,b0910,1,24.746036300000004
UMPK_num2,UMP kinase,b0171,6 ,25.969980200000013
DDPGALA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,b4477,1,21.390343499999975
DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),b1238,1,23.456312000000015
UPPRT,Uracil phosphoribosyltransferase,b2498,3,22.532997600000005
CTPS2,CTP synthase (glutamine),b2780,4,60.37344110000006
NTD1_num1,5'-nucleotidase (dUMP),b2291,2,22.70779700000001
NTD1_num2,5'-nucleotidase (dUMP),b2744,1,26.900114600000002
NTD1_num3,5'-nucleotidase (dUMP),b4374,1,25.300306900000017
NTD1_num4,5'-nucleotidase (dUMP),b2361,1 ,20.25522349999999
NTD7_num1,5'-nucleotidase (AMP),b3399,1,25.398524800000015
NTD7_num2,5'-nucleotidase (AMP),b2744,1,26.900114600000002
NTD7_num3,5'-nucleotidase (AMP),b2361,1,20.25522349999999
NTD7_num4,5'-nucleotidase (AMP),b0675,1 ,27.162780400000003
PAPPT3,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",b0087,1,39.874248400000006
UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,b0090,1,37.814274400000045
F6PA_num1,Fructose 6-phosphate aldolase,b0825,10,22.996555799999985
F6PA_num2,Fructose 6-phosphate aldolase,b3946,1 ,23.554946299999997
AGMHE,ADP-D-glycero-D-manno-heptose epimerase,b3619,5,34.89273210000001
GMHEPAT,D-glycero-D-manno-hepose 1-phosphate adenyltransferase,b3052,2,51.05000780000004
IDOND,L-idonate 5-dehydrogenase,b4267,1,37.14621520000005
IDOND2,L-indonate 5-dehydrogenase (NADP),b4267,1,37.14621520000005
GLYCLTDx_num1,Glycolate dehydrogenase (NAD),b3553,2,35.39509920000004
GLYCLTDx_num2,Glycolate dehydrogenase (NAD),b1033,1 ,35.34298450000004
HPYRRy_num1,Hydroxypyruvate reductase (NADPH),b1033,1,35.34298450000004
HPYRRy_num2,Hydroxypyruvate reductase (NADPH),b3553,2 ,35.39509920000004
ACODA,Acetylornithine deacetylase,b3957,2,42.34684509999999
ADA,Adenosine deaminase,b1623,1,36.39702380000004
DADA,Deoxyadenosine deaminase,b1623,1,36.39702380000004
ADD,Adenine deaminase,b3665,2,63.73862760000025
ADSS,Adenylosuccinate synthase,b4177,2,47.344382400000015
AGDC,N-acetylglucosamine-6-phosphate deacetylase,b0677,4,40.948626700000005
ASNN_num1,L-asparaginase,b1767,4,37.126801600000036
ASNN_num2,L-asparaginase,b0828,1 ,33.393629399999995
ASNS2_num1,Asparagine synthetase,b3744,2,36.650101000000035
ASNS2_num2,Asparagine synthetase,b0674,2 ,62.65828160000023
ASPCT_num1,Aspartate carbamoyltransferase,( b4244 and b4245 ),( 6 and 6 ),( 17.120433999999996 and 34.42694620000002 )
ASPCT_num2,Aspartate carbamoyltransferase,b4245,6 ,34.42694620000002
DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),b0029,2,34.774147200000016
MCOATA,Malonyl-CoA-ACP transacylase,b1094 and b1092,1 and 1 ,8.639416499999992 and 32.41684700000001
IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),b0029,2,34.774147200000016
DAPE,Diaminopimelate epimerase,b3809,2,30.208231199999993
DHDPRy,Dihydrodipicolinate reductase (NADPH),b0031,4,28.7562878
HSK,Homoserine kinase,b0003,2,33.62329050000001
SDPTA_num1,Succinyldiaminopimelate transaminase,b2662,2,45.77410639999998
SDPTA_num2,Succinyldiaminopimelate transaminase,b1302,1,44.72854410000003
SDPTA_num3,Succinyldiaminopimelate transaminase,b3359,2,43.76645330000008
SDPTA_num4,Succinyldiaminopimelate transaminase,b1748,2,43.66484460000002
SDPTA_num5,Succinyldiaminopimelate transaminase,b0907,2 ,39.78284240000004
THRS,Threonine synthase,b0004,1,47.113253600000064
HSST,Homoserine O-succinyltransferase,b4013,2,35.72683990000002
PPNDH,Prephenate dehydratase,b2599,2,43.11083600000003
DDPA_num1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,b0754,4,38.00909170000006
DDPA_num2,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,b2601,2,38.80354160000003
DDPA_num3,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,b1704,2 ,38.73462390000005
NMNDA,Nicotinamide-nucleotide amidase,b2700,2,17.58151659999999
NNAM,Nicotinamidase,b1768,1,23.3617852
P5CD,1-pyrroline-5-carboxylate dehydrogenase,b1014,2,143.81343360000025
SPMDAT1,Spermidine acetyltransferase,b1584,4,21.886749500000004
SPMDAT2,Spermidine acetyltransferase (N8),b1584,4,21.886749500000004
TDPADGAT,"DTDP-4-amino-4,6-dideoxy-D-glucose acetyltransferase",b3790,1,24.220071200000003
MALS_num1,Malate synthase,b4014,1,60.27285360000017
MALS_num2,Malate synthase,b2976,1 ,80.4875899000002
TRE6PP,Trehalose-phosphatase,b1897,1,29.174935099999995
ADPRDP_num1,ADPribose diphosphatase,b3397,2,21.152912899999997
ADPRDP_num2,ADPribose diphosphatase,b3034,2 ,23.666517600000006
ARAI,L-arabinose isomerase,b0062,6,56.073354900000055
M1PD,Mannitol-1-phosphate 5-dehydrogenase,b3600,1,41.13850770000006
G3PD2,Glycerol-3-phosphate dehydrogenase (NADP),b3608,2,36.3611934
GALS3,A-galactosidase (melibiose),b4119,2,50.656531300000026
FCI,L-fucose isomerase,b2802,6,64.97598010000014
FCLK,L-fuculokinase,b2803,1,52.25808010000006
FCLPA_num1,L-fuculose 1-phosphate aldolase,b2738,1,23.222205500000005
FCLPA_num2,L-fuculose 1-phosphate aldolase,b2800,4 ,23.77504630000003
ACCOAL_num1,Acetate-CoA ligase (ADP-forming),b4069,1,72.09270770000026
ACCOAL_num2,Acetate-CoA ligase (ADP-forming),b0335,1 ,69.35010660000019
GALUi,UTP-glucose-1-phosphate uridylyltransferase (irreversible),b1236,4,32.9418982
U23GAAT,UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase,b0179,3,36.03810640000001
UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",b0085,1,53.342991200000085
UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,b0091,2,53.62532980000008
UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,b0088,1,46.973094100000075
UGLYCH,Ureidoglycolate hydrolase,b0505,1,18.16933249999999
OP4ENH,2-oxopent-4-enoate hydratase,b0350,5,28.889542600000013
HOPNTAL,4-hydroxy-2-oxopentanoate aldolase,b0352,1,36.47004080000001
3HPPPNH,3-(3-hydroxy-phenyl)propionate hydroxylase,b0347,1,62.18498120000009
AKGDH,2-Oxogluterate dehydrogenase,b0116 and b0727 and b0726,2 and 24 and 12 ,50.68787920000004 and 44.01087490000002 and 105.06048080000042
HPYRRx_num1,Hydroxypyruvate reductase (NADH),b1033,1,35.34298450000004
HPYRRx_num2,Hydroxypyruvate reductase (NADH),b3553,2 ,35.39509920000004
GLYCDx,Glycerol dehydrogenase,b3945,8,38.71174710000004
ASP1DC,Aspartate 1-decarboxylase,b0131,1,13.833576899999981
UGMDDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",b0086,1,47.44658030000009
UHGADA,UDP-3-O-acetylglucosamine deacetylase,b0096,1,33.95552710000002
UAGAAT,UDP-N-acetylglucosamine acyltransferase,b1094 and b0181,1 and 3 ,8.639416499999992 and 28.07966530000001
ATPPRT,ATP phosphoribosyltransferase,b2019,2,33.366365400000056
HISTD,Histidinol dehydrogenase,b2020,2,46.10979900000007
IGPDH,Imidazoleglycerol-phosphate dehydratase,b2022,2,40.27751420000005
PRPPS,Phosphoribosylpyrophosphate synthetase,b1207,1,34.217885000000024
PRATPP,Phosphoribosyl-ATP pyrophosphatase,b2026,1,22.755554000000004
PRMICI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,b2024,1,26.032322200000007
SERAT,Serine O-acetyltransferase,b3607,6,29.31630439999998
CYSS_num1,Cysteine synthase,b2421,2,32.66380280000002
CYSS_num2,Cysteine synthase,b2414,2 ,34.48922420000003
BPNT,"3',5'-bisphosphate nucleotidase",b4214,1,27.175541600000003
PAPSR_num1,Phosphoadenylyl-sulfate reductase (thioredoxin),( b2582 and b2762 ),( 1 and 2 ),( 15.554604899999989 and 27.97546690000002 )
PAPSR_num2,Phosphoadenylyl-sulfate reductase (thioredoxin),( b3781 and b2762 ),( 1 and 2 ) ,11.806481899999984 and 27.97546690000002
ASPK_num1,Aspartate kinase,b3940,2,88.88659570000051
ASPK_num2,Aspartate kinase,b0002,4,89.1192202000006
ASPK_num3,Aspartate kinase,b4024,2 ,48.53114340000005
ASAD,Aspartate-semialdehyde dehydrogenase,b3433,2,40.01742440000003
DAPDC,Diaminopimelate decarboxylase,b2838,2,46.176706600000045
METAT,Methionine adenosyltransferase,b2942,4,41.95113200000005
ASCBPL,L-ascorbate 6-phosphate lactonase,b4192,6,40.06019960000004
ACBIPGT,Adenosyl cobinamide phosphate guanyltransferase,b1993,2,20.163774199999995
ADOCBLS,Adenosylcobalamin 5'-phosphate synthase,b1992,1,26.3852981
ADOCBIK,Adenosyl cobinamide kinase,b1993,2,20.163774199999995
TMPK,Thiamine-phosphate kinase,b0417,1,35.07044230000001
HPPPNDO,"2,3-dihydroxypheylpropionate 1,2-dioxygenase",b0348,4,34.19563700000003
DHCINDO,"2,3-dihydroxycinnamate 1,2-dioxygenase",b0348,4,34.19563700000003
HKNDDH,"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase",b0349,2,31.937101000000023
HKNTDH,2-hydroxy-6-ketononotrienedioate hydrolase,b0349,2,31.937101000000023
GLYCK2,Glycerate kinase,b3124,1,39.10388370000001
ENTCS,Enterochelin synthase,b0583,1,23.258283900000013
