,name,gene_reaction_rule,subunit_mw,subunit_num
HACD4_num1,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),b3846,79.59391,2
HACD4_num2,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),b2341,77.07221 ,1 
HACD7_num1,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),b2341,77.07221,1
HACD7_num2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),b3846,79.59391 ,2 
AACPS1,Acyl-[acyl-carrier-protein] synthetase (n-C14:0),b1094 and b2836,8.63952 and 80.70002 ,1 and 1 
SDPDS,Succinyl-diaminopimelate desuccinylase,b2472,41.26901,2
DMSOR1_num1,Dimethyl sulfoxide reductase (Menaquinol 8),( b1588 and b1589 and b1590 and b1587 ),( 89.98705 and 22.75175 and 30.52367 and 89.78001 ),( 1 and 1 and 1 and 1 )
DMSOR1_num2,Dimethyl sulfoxide reductase (Menaquinol 8),( b0896 and b0895 and b0894 ),( 30.82622 and 22.86894 and 90.39861 ) ,( 1 and 1 and 1 ) 
DKGLCNR2y,"2,5-diketo-D-gluconate reductase (NADPH)",b3553,35.3955,2
2DGULRy,2-dehydro-L-gulonate reductase (NADPH),b3553,35.3955,2
RZ5PP,Alpha-ribazole 5-phosphate phosphatase,b0638,23.30847,1
NTD9_num1,5'-nucleotidase (GMP),b2361,20.255,1
NTD9_num2,5'-nucleotidase (GMP),b2744,26.90043,1
NTD9_num3,5'-nucleotidase (GMP),b3399,25.399,1
NTD9_num4,5'-nucleotidase (GMP),b0675,27.163 ,1 
NTD10,5'-nucleotidase (XMP),b2744,26.90043,1
ADPT,Adenine phosphoribosyltransferase,b0469,19.85888,2
ADK1,Adenylate kinase,b0474,23.58602,1
OCTDPS,Octaprenyl pyrophosphate synthase,b3187,35.21697,2
AACPS2,Acyl-[acyl-carrier-protein] synthetase  (n-C14:1),b1094 and b2836,8.63952 and 80.70002 ,1 and 1 
AACPS3,Acyl-[acyl-carrier-protein] synthetase  (n-C16:0),b1094 and b2836,8.63952 and 80.70002 ,1 and 1 
AACPS4,Acyl-[acyl-carrier-protein] synthetase  (n-C16:1),b2836 and b1094,80.70002 and 8.63952 ,1 and 1 
AMANK,N-acetyl-D-mannosamine kinase,b3222,29.64386,1
ACNML,N-Acetylneuraminate lyase,b3225,32.59347,4
CAT_num1,Catalase,b1732,84.16261,4
CAT_num2,Catalase,b3942,80.02382 ,4 
SERASr,(L-seryl)adenylate synthase,b0586,141.99095,1
DMSOR2,Dimethyl sulfoxide reductase (Demethylmenaquinol 8),b0896 and b0895 and b0894,30.82622 and 22.86894 and 90.39861 ,1 and 1 and 1 
ACMAMUT,UDP-N-acetyl-D-mannosaminuronic acid transferase,b3794,27.92818,1
DDGALK,2-dehydro-3-deoxygalactonokinase,b3693,31.37357,1
AB6PGH_num1,Arbutin 6-phosphate glucohydrolase,b3721,53.161,1
AB6PGH_num2,Arbutin 6-phosphate glucohydrolase,b2901,55.36077,1
AB6PGH_num3,Arbutin 6-phosphate glucohydrolase,b2716,53.935 ,1 
AMALT1,Amylomaltase (maltotriose),b3416,78.50349,1
MLTP2,Maltodextrin phosphorylase (maltohexaose),b3417,90.5224,2
PACCOAL,Phenylacetate-CoA ligase,b1398,48.95286,1
GP4GH,Gp4G hydrolase,b0049,31.29672,1
ACGAMT,UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase,b3784,40.95724,2
AADDGT,"DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase",b4481,40.63959,1
GMHEPK,D-glycero-D-manno-heptose 7-phosphate kinase,b3052,51.05062,2
TRE6PS,"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)",b1896,53.61119,1
UDCPDP_num1,Undecaprenyl-diphosphatase,b1278,29.02126,1
UDCPDP_num2,Undecaprenyl-diphosphatase,b0841,22.39865,1
UDCPDP_num3,Undecaprenyl-diphosphatase,b3057,29.75876 ,1 
TREH,"Alpha,alpha-trehalase",b3519,63.69671,1
CYTK1,Cytidylate kinase (CMP),b0910,24.74634,1
CYTK2,Cytidylate kinase (dCMP),b0910,24.74634,1
GK1,Guanylate kinase (GMP:ATP),b3648,23.59271,2
HACD1_num1,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),b3846,79.59391,2
HACD1_num2,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),b2341,77.07221 ,1 
HACD2_num1,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),b3846,79.59391,2
HACD2_num2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),b2341,77.07221 ,1 
ACACCT_num1,Acetyl-CoA:acetoacetyl-CoA transferase,( b2222 and b2221 ),( 22.95965 and 23.52621 ),( 2 and 2 )
ACACCT_num2,Acetyl-CoA:acetoacetyl-CoA transferase,b1694,57.562 ,1 
BUTCT,Acetyl-CoA:butyrate-CoA transferase,b2222 and b2221,22.95965 and 23.52621 ,2 and 2 
2DGULRx,2-dehydro-L-gulonate reductase (NADH),b3553,35.3955,2
G1PTT_num1,Glucose-1-phosphate thymidylyltransferase,b2039,32.69356,4
G1PTT_num2,Glucose-1-phosphate thymidylyltransferase,b3789,32.73441 ,4 
TDPGDH_num1,"DTDPglucose 4,6-dehydratase",b3788,39.75385,1
TDPGDH_num2,"DTDPglucose 4,6-dehydratase",b2041,40.55833 ,2 
UDPGALM,UDPgalactopyranose mutase,b2036,42.96588,1
TDPDRE,"DTDP-4-dehydrorhamnose 3,5-epimerase",b2038,21.27011,1
TDPDRR,DTDP-4-dehydrorhamnose reductase,b2040,32.69414,1
G3PD6,Glycerol-3-phosphate dehydrogenase (menaquinone-8),b2242 and b2243 and b2241,45.35724 and 44.10804 and 58.95825 ,1 and 1 and 1 
ALLTN,Allantoinase,b0512,49.6016,4
UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,b3972,37.85103,1
NDPK7_num1,Nucleoside-diphosphate kinase (ATP:dCDP),b0474,23.58602,1
NDPK7_num2,Nucleoside-diphosphate kinase (ATP:dCDP),b2518,15.46344 ,4 
GLYAT,Glycine C-acetyltransferase,b3617,43.11704,2
ADNUC,Adenosine hydrolase,b0030,32.56077,1
GMHEPPA,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase",b0200,21.29424,1
S7PI,Sedoheptulose 7-phosphate isomerase,b0222,20.81475,4
TRPS3,Tryptophan synthase (indoleglycerol phosphate),b1260 and b1261,28.72416 and 42.98301 ,2 and 2 
CRNBTCT,Gamma-butyrobetainyl-CoA: carnitine CoA transferase,b0038,45.12675,2
CRNCBCT,Crotonobetainyl-CoA: carnitine CoA transferase,b0038,45.12675,2
CRNCDH,Carnityl-CoA dehydratse,b0036,28.19024,1
FADRx,FAD reductase,b3844,26.24199,1
GTPDPK,GTP diphosphokinase,b2784,83.87562,1
NDPK2_num1,Nucleoside-diphosphate kinase (ATP:UDP),b0474,23.58602,1
NDPK2_num2,Nucleoside-diphosphate kinase (ATP:UDP),b2518,15.46344 ,4 
NDPK3_num1,Nucleoside-diphosphate kinase (ATP:CDP),b2518,15.46344,4
NDPK3_num2,Nucleoside-diphosphate kinase (ATP:CDP),b0474,23.58602 ,1 
NDPK4_num1,Nucleoside-diphosphate kinase (ATP:dTDP),b0474,23.58602,1
NDPK4_num2,Nucleoside-diphosphate kinase (ATP:dTDP),b2518,15.46344 ,4 
FCLT_num1,Ferrochelatase,b2431,33.052,1
FCLT_num2,Ferrochelatase,b0475,35.88437,1
FCLT_num3,Ferrochelatase,b1019,46.754 ,2 
HBZOPT,Hydroxybenzoate octaprenyltransferase,b4040,32.51175,1
PNTK,Pantothenate kinase,b3974,36.35978,2
DPCOAK,Dephospho-CoA kinase,b0103,22.62171,1
HETZK,Hydroxyethylthiazole kinase,b2104,27.33916,2
KDOPS,3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase,b1215,30.83269,4
KDOPP,3-deoxy-manno-octulosonate-8-phosphatase,b3198,19.99711,4
AST,Arginine succinyltransferase,b1747,38.45587,1
SGDS,Succinylglutamate desuccinylase,b1744,35.80018,1
CYNTAH,Cyanate aminohydrolase,b0340,17.04884,10
GSPMDA,Glutathionylspermidine amidase,b2988,70.53196,2
GSPMDS,Glutathionylspermidine synthetase,b2988,70.53196,2
GUAD,Guanine deaminase,b2883,50.24422,1
TMAOR1_num1,Trimethylamine N-oxide reductase (menaquinol 8),( b0896 and b0895 and b0894 ),( 30.82622 and 22.86894 and 90.39861 ),( 1 and 1 and 1 )
TMAOR1_num2,Trimethylamine N-oxide reductase (menaquinol 8),( b1588 and b1589 and b1590 and b1587 ),( 89.98705 and 22.75175 and 30.52367 and 89.78001 ) ,( 1 and 1 and 1 and 1 ) 
TMAOR2,Trimethylamine N-oxide reductase (demethylmenaquinol 8),b0896 and b0895 and b0894,30.82622 and 22.86894 and 90.39861 ,1 and 1 and 1 
DGK1,Deoxyguanylate kinase (dGMP:ATP),b3648,23.59271,2
DTMPK,DTMP kinase,b1098,23.78314,1
NDPK1_num1,Nucleoside-diphosphate kinase (ATP:GDP),b0474,23.58602,1
NDPK1_num2,Nucleoside-diphosphate kinase (ATP:GDP),b2518,15.46344 ,4 
TRDR_num1,Thioredoxin reductase (NADPH),( b0888 and b3781 ),( 34.62303 and 11.80662 ),( 2 and 1 )
TRDR_num2,Thioredoxin reductase (NADPH),( b2582 and b0888 ),( 15.55477 and 34.62303 ) ,( 1 and 2 ) 
PGMT_num1,Phosphoglucomutase,b0688,58.36095,1
PGMT_num2,Phosphoglucomutase,b2690,20.77981,1
PGMT_num3,Phosphoglucomutase,b1317,23.565 ,1 
FRUK,Fructose-1-phosphate kinase,b2168,33.75569,2
RHCCE,S-ribosylhomocysteine cleavage enzyme,b2687,19.41619,1
KG6PDC_num1,3-keto-L-gulonate 6-phosphate decarboxylase,b4196,23.57808,2
KG6PDC_num2,3-keto-L-gulonate 6-phosphate decarboxylase,b3581,23.44476 ,1 
X5PL3E_num1,L-xylulose 5-phosphate 3-epimerase,b4197,32.00663,1
X5PL3E_num2,L-xylulose 5-phosphate 3-epimerase,b3582,32.455 ,1 
DOGULNR,"2,3 dioxo-L-gulonate reductase",b3575,36.57272,2
BETALDHx,Betaine-aldehyde dehydrogenase,b0312,52.91113,4
BETALDHy,Betaine-aldehyde dehydrogenase,b0312,52.91113,4
MLTG3,Maltodextrin glucosidase (maltopentaose),b0403,69.041,1
DKGLCNR1_num1,"2,5-diketo-D-gluconate reductase",b3012,31.10964,1
DKGLCNR1_num2,"2,5-diketo-D-gluconate reductase",b0207,29.43679 ,1 
NADTRHD,NAD transhydrogenase,b3962,51.56039,8
FMNRx2_num1,FMN reductase,b0937,21.25333,2
FMNRx2_num2,FMN reductase,b3844,26.24199,1
FMNRx2_num3,FMN reductase,b2764, 66.26984,8
ACPS1_num1,Acyl-carrier protein synthase,b2563,14.0523,2
ACPS1_num2,Acyl-carrier protein synthase,b3475,21.7678 ,1 
GMPS2,GMP synthase,b2507,58.67922,2
AMPN,AMP nucleosidase,b1982,53.99491,6
GSNK,Guanosine kinase,b0477,48.44878,2
ADCS,4-amino-4-deoxychorismate synthase,b1812 and b3360,50.96955 and 20.77186 ,1 and 1 
ADCL_num1,4-aminobenzoate synthase,b1096,29.71506,2
ADCL_num2,4-aminobenzoate synthase,b4039,18.77692 ,1 
DHAPT,Dihydroxyacetone phosphotransferase,b2415 and b1198 and b1200 and b2416 and b1199,9.11937 and 51.44862 and 38.21521 and 63.56184 and 22.63175 ,1 and 2 and 2 and 2 and 2 
UMPK_num1,UMP kinase,b0910,24.74634,1
UMPK_num2,UMP kinase,b0171,25.97026 ,6 
DDPGALA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,b4477,21.3906,1
DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),b1238,23.45658,1
UPPRT,Uracil phosphoribosyltransferase,b2498,22.53326,3
CTPS2,CTP synthase (glutamine),b2780,60.37415,4
NTD1_num1,5'-nucleotidase (dUMP),b2291,22.70806,2
NTD1_num2,5'-nucleotidase (dUMP),b2744,26.90043,1
NTD1_num3,5'-nucleotidase (dUMP),b4374,25.30062,1
NTD1_num4,5'-nucleotidase (dUMP),b2361,20.255 ,1 
NTD7_num1,5'-nucleotidase (AMP),b3399,25.399,1
NTD7_num2,5'-nucleotidase (AMP),b2744,26.90043,1
NTD7_num3,5'-nucleotidase (AMP),b2361,20.255,1
NTD7_num4,5'-nucleotidase (AMP),b0675,27.163 ,1 
PAPPT3,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",b0087,39.87475,1
UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,b0090,37.81473,1
F6PA_num1,Fructose 6-phosphate aldolase,b0825,22.99682,10
F6PA_num2,Fructose 6-phosphate aldolase,b3946,23.55522 ,1 
AGMHE,ADP-D-glycero-D-manno-heptose epimerase,b3619,34.89317,5
GMHEPAT,D-glycero-D-manno-hepose 1-phosphate adenyltransferase,b3052,51.05062,2
IDOND,L-idonate 5-dehydrogenase,b4267,37.14659,1
IDOND2,L-indonate 5-dehydrogenase (NADP),b4267,37.14659,1
GLYCLTDx_num1,Glycolate dehydrogenase (NAD),b3553,35.3955,2
GLYCLTDx_num2,Glycolate dehydrogenase (NAD),b1033,35.34342 ,1 
HPYRRy_num1,Hydroxypyruvate reductase (NADPH),b1033,35.34342,1
HPYRRy_num2,Hydroxypyruvate reductase (NADPH),b3553,35.3955 ,2 
ACODA,Acetylornithine deacetylase,b3957,42.34734,2
ADA,Adenosine deaminase,b1623,36.39746,1
DADA,Deoxyadenosine deaminase,b1623,36.39746,1
ADD,Adenine deaminase,b3665,63.73936,2
ADSS,Adenylosuccinate synthase,b4177,47.34495,2
AGDC,N-acetylglucosamine-6-phosphate deacetylase,b0677,40.9491,4
ASNN_num1,L-asparaginase,b1767,37.12724,4
ASNN_num2,L-asparaginase,b0828,33.39398 ,1 
ASNS2_num1,Asparagine synthetase,b3744,36.65055,2
ASNS2_num2,Asparagine synthetase,b0674,62.65901 ,2 
ASPCT_num1,Aspartate carbamoyltransferase,( b4244 and b4245 ),( 17.12063 and 34.42736 ),( 6 and 6 )
ASPCT_num2,Aspartate carbamoyltransferase,b4245,34.42736 ,6 
DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),b0029,34.77456,2
MCOATA,Malonyl-CoA-ACP transacylase,b1094 and b1092,8.63952 and 32.4172 ,1 and 1 
IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),b0029,34.77456,2
DAPE,Diaminopimelate epimerase,b3809,30.20856,2
DHDPRy,Dihydrodipicolinate reductase (NADPH),b0031,28.75661,4
HSK,Homoserine kinase,b0003,33.62365,2
SDPTA_num1,Succinyldiaminopimelate transaminase,b2662,45.77463,2
SDPTA_num2,Succinyldiaminopimelate transaminase,b1302,44.72907,1
SDPTA_num3,Succinyldiaminopimelate transaminase,b3359,43.76697,2
SDPTA_num4,Succinyldiaminopimelate transaminase,b1748,43.66537,2
SDPTA_num5,Succinyldiaminopimelate transaminase,b0907,39.78331 ,2 
THRS,Threonine synthase,b0004,47.11384,1
HSST,Homoserine O-succinyltransferase,b4013,35.7273,2
PPNDH,Prephenate dehydratase,b2599,43.11136,2
DDPA_num1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,b0754,38.00952,4
DDPA_num2,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,b2601,38.80396,2
DDPA_num3,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,b1704,38.73506 ,2 
NMNDA,Nicotinamide-nucleotide amidase,b2700,17.582,2
NNAM,Nicotinamidase,b1768,23.36205,1
P5CD,1-pyrroline-5-carboxylate dehydrogenase,b1014,143.81516,2
SPMDAT1,Spermidine acetyltransferase,b1584,21.88701,4
SPMDAT2,Spermidine acetyltransferase (N8),b1584,21.88701,4
TDPADGAT,"DTDP-4-amino-4,6-dideoxy-D-glucose acetyltransferase",b3790,24.22038,1
MALS_num1,Malate synthase,b4014,60.27357,1
MALS_num2,Malate synthase,b2976,80.48852 ,1 
TRE6PP,Trehalose-phosphatase,b1897,29.17528,1
ADPRDP_num1,ADPribose diphosphatase,b3397,21.15317,2
ADPRDP_num2,ADPribose diphosphatase,b3034,23.66681 ,2 
ARAI,L-arabinose isomerase,b0062,56.07399,6
M1PD,Mannitol-1-phosphate 5-dehydrogenase,b3600,41.13902,1
G3PD2,Glycerol-3-phosphate dehydrogenase (NADP),b3608,36.3616,2
GALS3,A-galactosidase (melibiose),b4119,50.65707,2
FCI,L-fucose isomerase,b2802,64.97667,6
FCLK,L-fuculokinase,b2803,52.25869,1
FCLPA_num1,L-fuculose 1-phosphate aldolase,b2738,23.22247,1
FCLPA_num2,L-fuculose 1-phosphate aldolase,b2800,23.77532 ,4 
ACCOAL_num1,Acetate-CoA ligase (ADP-forming),b4069,72.09359,1
ACCOAL_num2,Acetate-CoA ligase (ADP-forming),b0335,69.351 ,1 
GALUi,UTP-glucose-1-phosphate uridylyltransferase (irreversible),b1236,32.94226,4
U23GAAT,UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase,b0179,36.03848,3
UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",b0085,53.3436,1
UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,b0091,53.62596,2
UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,b0088,46.97362,1
UGLYCH,Ureidoglycolate hydrolase,b0505,18.16955,1
OP4ENH,2-oxopent-4-enoate hydratase,b0350,28.88988,5
HOPNTAL,4-hydroxy-2-oxopentanoate aldolase,b0352,36.47043,1
3HPPPNH,3-(3-hydroxy-phenyl)propionate hydroxylase,b0347,62.18569,1
AKGDH,2-Oxogluterate dehydrogenase,b0116 and b0727 and b0726,50.68849 and 44.01139 and 105.06172 ,2 and 24 and 12 
HPYRRx_num1,Hydroxypyruvate reductase (NADH),b1033,35.34342,1
HPYRRx_num2,Hydroxypyruvate reductase (NADH),b3553,35.3955 ,2 
GLYCDx,Glycerol dehydrogenase,b3945,38.7122,8
ASP1DC,Aspartate 1-decarboxylase,b0131,13.83373,1
UGMDDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",b0086,47.44715,1
UHGADA,UDP-3-O-acetylglucosamine deacetylase,b0096,33.95592,1
UAGAAT,UDP-N-acetylglucosamine acyltransferase,b1094 and b0181,8.63952 and 28.08 ,1 and 3 
ATPPRT,ATP phosphoribosyltransferase,b2019,33.36672,2
HISTD,Histidinol dehydrogenase,b2020,46.11034,2
IGPDH,Imidazoleglycerol-phosphate dehydratase,b2022,40.27796,2
PRPPS,Phosphoribosylpyrophosphate synthetase,b1207,34.21827,1
PRATPP,Phosphoribosyl-ATP pyrophosphatase,b2026,22.75582,1
PRMICI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,b2024,26.03265,1
SERAT,Serine O-acetyltransferase,b3607,29.31664,6
CYSS_num1,Cysteine synthase,b2421,32.66416,2
CYSS_num2,Cysteine synthase,b2414,34.48965 ,2 
BPNT,"3',5'-bisphosphate nucleotidase",b4214,27.17586,1
PAPSR_num1,Phosphoadenylyl-sulfate reductase (thioredoxin),( b2582 and b2762 ),( 15.55477 and 27.97583 ),( 1 and 2 )
PAPSR_num2,Phosphoadenylyl-sulfate reductase (thioredoxin),( b3781 and b2762 ),( 11.80662 and 27.97583 ) ,( 1 and 2 ) 
ASPK_num1,Aspartate kinase,b3940,88.88769,2
ASPK_num2,Aspartate kinase,b0002,89.12024,4
ASPK_num3,Aspartate kinase,b4024,48.53173 ,2 
ASAD,Aspartate-semialdehyde dehydrogenase,b3433,40.01788,2
DAPDC,Diaminopimelate decarboxylase,b2838,46.17726,2
METAT,Methionine adenosyltransferase,b2942,41.95163,4
ASCBPL,L-ascorbate 6-phosphate lactonase,b4192,40.06066,6
ACBIPGT,Adenosyl cobinamide phosphate guanyltransferase,b1993,20.164,2
ADOCBLS,Adenosylcobalamin 5'-phosphate synthase,b1992,26.38559,1
ADOCBIK,Adenosyl cobinamide kinase,b1993,20.164,2
TMPK,Thiamine-phosphate kinase,b0417,35.07085,1
HPPPNDO,"2,3-dihydroxypheylpropionate 1,2-dioxygenase",b0348,34.19605,4
DHCINDO,"2,3-dihydroxycinnamate 1,2-dioxygenase",b0348,34.19605,4
HKNDDH,"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase",b0349,31.93747,2
HKNTDH,2-hydroxy-6-ketononotrienedioate hydrolase,b0349,31.93747,2
GLYCK2,Glycerate kinase,b3124,39.10434,1
ENTCS,Enterochelin synthase,b0583,23.25857,1
SULR,Sulfite reductase (NADPH2),b2764 and b2763,66.26984 and 63.99812 ,8 and 4 
MANPGH,2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase,b0732,100.01497,1
URDGLYCD,Ureidoglycolate dehydrogenase,b0517,37.96712,2
CBMKr,Carbamate kinase,b0521,31.64413,1
AMANAPEr,N-acetylmannosamine 6-phosphate epimerase,b3223,24.07366,1
ACM6PH,N-acetylmuramate 6-phosphate hydrolase,b2428,31.21992,2
NNATr,Nicotinate-nucleotide adenylyltransferase,b0639,24.52795,1
CYTDH_num1,Cytidine hydrolase,b0651,33.82292,1
CYTDH_num2,Cytidine hydrolase,b2162,33.748,4
CYTDH_num3,Cytidine hydrolase,b0030,32.56077 ,1 
PSERT,Phosphoserine transaminase,b0907,39.78331,2
AIRC2,Phosphoribosylaminoimidazole carboxylase,b0522,39.46112,2
GAPD,Glyceraldehyde-3-phosphate dehydrogenase,b1779,35.53249,4
HEX1,Hexokinase (D-glucose:ATP),b2388,34.72309,1
GND,Phosphogluconate dehydrogenase,b2029,51.48131,2
TAUDO,Taurine dioxygenase,b0368,32.40952,4
ME2,Malic enzyme (NADP),b2463,82.41738,6
ARGSL,Argininosuccinate lyase,b3960,50.31822,1
CBPS,Carbamoyl-phosphate synthase (glutamine-hydrolysing),b0032 and b0033,41.43101 and 117.84172 ,2 and 2 
GLU5K,Glutamate 5-kinase,b0242,39.05652,4
IPPS,2-isopropylmalate synthase,b0074,57.29791,1
ACOATA,Acetyl-CoA ACP transacylase,b1094 and b1091,8.63952 and 33.51512 ,1 and 2 
MLTG2,Maltodextrin glucosidase (maltotetraose),b0403,69.041,1
MLTG1,Maltodextrin glucosidase (maltotriose),b0403,69.041,1
AMALT3,Amylomaltase (maltopentaose),b3416,78.50349,1
MLTP3,Maltodextrin phosphorylase (maltoheptaose),b3417,90.5224,2
SPODM_num1,Superoxide dismutase,b3908,23.0971,2
SPODM_num2,Superoxide dismutase,b1656,21.26578 ,2 
AHCYSNS,S-adenosylhomocysteine nucleosidase,b0159,24.35397,2
TMK,Thiamine kinase,b1106,32.39731,1
NTPP4_num1,Nucleoside triphosphate pyrophosphorylase (ctp),b1759,15.04612,1
NTPP4_num2,Nucleoside triphosphate pyrophosphorylase (ctp),b2781,30.4123 ,2 
NTPP3_num1,Nucleoside triphosphate pyrophosphorylase (dctp),b2781,30.4123,2
NTPP3_num2,Nucleoside triphosphate pyrophosphorylase (dctp),b2251,16.37072,1
NTPP3_num3,Nucleoside triphosphate pyrophosphorylase (dctp),b1759,15.04612 ,1 
NTPP6_num1,Nucleoside triphosphate pyrophosphorylase (atp),b2781,30.4123,2
NTPP6_num2,Nucleoside triphosphate pyrophosphorylase (atp),b0905,65.652 ,1 
NTPP7_num1,Nucleoside triphosphate pyrophosphorylase (dttp),b2251,16.37072,1
NTPP7_num2,Nucleoside triphosphate pyrophosphorylase (dttp),b2781,30.4123,2
NTPP7_num3,Nucleoside triphosphate pyrophosphorylase (dttp),b3248,21.515 ,2 
NTPP8_num1,Nucleoside triphosphate pyrophosphorylase (utp),b2781,30.4123,2
NTPP8_num2,Nucleoside triphosphate pyrophosphorylase (utp),b3248,21.515 ,2 
P5CR,Pyrroline-5-carboxylate reductase,b0386,28.14488,10
CYANST_num1,Cyanide sulfurtransferase,b2668,18.639,2
CYANST_num2,Cyanide sulfurtransferase,b3425,12.08247,2
CYANST_num3,Cyanide sulfurtransferase,b2521,30.81184 ,1 
DHPPDA2,Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp),b0414,40.33831,2
GMAND,GDP-D-mannose dehydratase,b2053,42.04683,2
PPCSCT,Propanoyl-CoA: succinate CoA-transferase,b2920,53.82445,1
CYTD,Cytidine deaminase,b2143,31.53987,2
DCYTD,Deoxycytidine deaminase,b2143,31.53987,2
DBTS,Dethiobiotin synthase,b0778,24.13959,2
DCTPD,DCTP deaminase,b2065,21.24926,3
DHDPS,Dihydrodipicolinate synthase,b2478,31.26997,4
G1PACT,Glucosamine-1-phosphate N-acetyltransferase,b3730,49.19008,3
GART,GAR transformylase-T,b1849,42.43368,1
CSND,Cytosine deaminase,b0337,47.59098,6
GF6PTA,Glutamine-fructose-6-phosphate transaminase,b3729,66.89434,2
GLUCYS,Gamma-glutamylcysteine synthetase,b2688,58.26929,1
GLUN_num1,Glutaminase,b0485,32.90332,4
GLUN_num2,Glutaminase,b1524,33.51559 ,2 
GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,b2312,56.48805,4
GMPR,GMP reductase,b0104,37.38367,4
NADS1,NAD synthase (nh3),b1740,30.63683,2
NTRIR2x,Nitrite Reductase (NADH),b3366 and b3365,12.284 and 93.12132 ,1 and 1 
OCBT_num1,Ornithine carbamoyltransferase,b4254,36.90711,3
OCBT_num2,Ornithine carbamoyltransferase,b0273,36.82714 ,3 
GARFT,Phosphoribosylglycinamide formyltransferase,b2500,23.23828,1
GPDDA1,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),b3449,27.40958,1
GPDDA2,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),b3449,27.40958,1
PHETA1_num1,Phenylalanine transaminase,b0928,43.57336,2
PHETA1_num2,Phenylalanine transaminase,b4054,43.53781,2
PHETA1_num3,Phenylalanine transaminase,b3770,34.09365 ,6 
PPND,Prephenate dehydrogenase,b2600,42.04252,2
TRPS1,Tryptophan synthase (indoleglycerol phosphate),b1260 and b1261,28.72416 and 42.98301 ,2 and 2 
PRAMPC,Phosphoribosyl-AMP cyclohydrolase,b2026,22.75582,1
MCITL2,Methylisocitrate lyase,b0331,32.13466,4
DXYLK,1-Deoxy-D-xylulose kinase,b3564,52.61823,2
MDH3,Malate dehydrogenase (menaquinone 8 as acceptor),b2210,60.22962,1
SOTA,Succinylornithine transaminase,b1748,43.66537,2
SGSAD,Succinylglutamic semialdehyde dehydrogenase,b1746,53.02632,1
PTA2,Phosphate acetyltransferase,b2297,77.17209,6
MDH2,Malate dehydrogenase (ubiquinone 8 as acceptor),b2210,60.22962,1
ACOTA_num1,Acetylornithine transaminase,b2662,45.77463,2
ACOTA_num2,Acetylornithine transaminase,b1748,43.66537,2
ACOTA_num3,Acetylornithine transaminase,b3359,43.76697,2
ACOTA_num4,Acetylornithine transaminase,b1302,44.72907 ,1 
GPDDA5,Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol),b3449,27.40958,1
PDX5PS,Pyridoxine 5'-phosphate synthase,b2564 and b0052,26.38429 and 35.11378 ,8 and 2 
PPBNGS,Porphobilinogen synthase,b0369,35.62479,8
PPNCL2,Phosphopantothenate-cysteine ligase,b3639,43.43814,12
PRAGSr,Phosphoribosylglycinamide synthase,b4005,45.94036,1
