gene,GO,GO_fun,namespcae
b3034,GO:0009408,"response to heat,",biological_process
b1982,GO:0044209,"AMP salvage,",biological_process
b2019,GO:0000105,"histidine biosynthetic process,",biological_process
b3739,GO:0015992,"proton transport,",biological_process
b0094,GO:0043093,FtsZ-dependent cytokinesis,biological_process
b0094,GO:0051301,cell division,biological_process
b0799,GO:0006281,DNA repair,biological_process
b0799,GO:0006310,DNA recombination,biological_process
b0799,GO:0009432,SOS response,biological_process
b0799,GO:0032508,DNA duplex unwinding,biological_process
b3652,GO:0006281,DNA repair,biological_process
b3652,GO:0006310,DNA recombination,biological_process
b3652,GO:0010501,RNA secondary structure unwinding,biological_process
b3652,GO:0032508,DNA duplex unwinding,biological_process
b3822,GO:0006260,DNA replication,biological_process
b3822,GO:0006281,DNA repair,biological_process
b3822,GO:0006310,DNA recombination,biological_process
b3822,GO:0006974,cellular response to DNA damage stimulus,biological_process
b3822,GO:0009432,SOS response,biological_process
b3822,GO:0032508,DNA duplex unwinding,biological_process
b1860,GO:0000725,recombinational repair,biological_process
b1860,GO:0009432,SOS response,biological_process
b1860,GO:0032508,DNA duplex unwinding,biological_process
b3162,GO:0000027,ribosomal large subunit assembly,biological_process
b3162,GO:0006401,RNA catabolic process,biological_process
b3162,GO:0010501,RNA secondary structure unwinding,biological_process
b3162,GO:0045727,positive regulation of translation,biological_process
b3162,GO:0048255,mRNA stabilization,biological_process
b3162,GO:0070417,cellular response to cold,biological_process
b3780,GO:0006401,RNA catabolic process,biological_process
b3780,GO:0010501,RNA secondary structure unwinding,biological_process
b0797,GO:0009408,response to heat,biological_process
b0797,GO:0010501,RNA secondary structure unwinding,biological_process
b0797,GO:0042255,ribosome assembly,biological_process
b2576,GO:0000027,ribosomal large subunit assembly,biological_process
b2576,GO:0010501,RNA secondary structure unwinding,biological_process
b1343,GO:0000027,ribosomal large subunit assembly,biological_process
b1343,GO:0010501,RNA secondary structure unwinding,biological_process
b4058,GO:0006281,DNA repair,biological_process
b4058,GO:0006289,nucleotide-excision repair,biological_process
b4058,GO:0009432,SOS response,biological_process
b0882,GO:0006508,proteolysis,biological_process
b0882,GO:0006979,response to oxidative stress,biological_process
b0882,GO:0043335,protein unfolding,biological_process
b0438,GO:0006457,protein folding,biological_process
b0438,GO:0006508,proteolysis,biological_process
b0438,GO:0016032,viral process,biological_process
b0438,GO:0030163,protein catabolic process,biological_process
b0438,GO:0043335,protein unfolding,biological_process
b0438,GO:0051301,cell division,biological_process
b0438,GO:0051704,multi-organism process,biological_process
b2496,GO:0006260,DNA replication,biological_process
b2496,GO:0006270,DNA replication initiation,biological_process
b2496,GO:0032297,negative regulation of DNA-dependent DNA replication initiation,biological_process
b0762,GO:0036460,cellular response to cell envelope stress,biological_process
b0762,GO:0046677,response to antibiotic,biological_process
b3934,GO:0006351,"transcription, DNA-templated",biological_process
b3934,GO:0045892,"negative regulation of transcription, DNA-templated",biological_process
b3954,GO:0006351,"transcription, DNA-templated",biological_process
b3954,GO:0006355,"regulation of transcription, DNA-templated",biological_process
b3680,GO:0006351,"transcription, DNA-templated",biological_process
b3680,GO:0006355,"regulation of transcription, DNA-templated",biological_process
b3680,GO:0045893,"positive regulation of transcription, DNA-templated",biological_process
b0390,GO:0008652,cellular amino acid biosynthetic process,biological_process
b0390,GO:0009073,aromatic amino acid family biosynthetic process,biological_process
b2840,GO:0006520,cellular amino acid metabolic process,biological_process
b2840,GO:0009252,peptidoglycan biosynthetic process,biological_process
b2512,GO:0043165,Gram-negative-bacterium-type cell outer membrane assembly,biological_process
b2512,GO:0051205,protein insertion into membrane,biological_process
b2477,GO:0043165,Gram-negative-bacterium-type cell outer membrane assembly,biological_process
b2477,GO:0051205,protein insertion into membrane,biological_process
b2595,GO:0043165,Gram-negative-bacterium-type cell outer membrane assembly,biological_process
b2595,GO:0051205,protein insertion into membrane,biological_process
b0177,GO:0007155,cell adhesion,biological_process
b0177,GO:0043165,Gram-negative-bacterium-type cell outer membrane assembly,biological_process
b0177,GO:0051205,protein insertion into membrane,biological_process
b1433,GO:0055085,"transmembrane transport,",biological_process
b0002,GO:0009088,threonine biosynthetic process,biological_process
b0002,GO:0009089,lysine biosynthetic process via diaminopimelate,biological_process
b0002,GO:0009090,homoserine biosynthetic process,biological_process
b3940,GO:0009086,methionine biosynthetic process,biological_process
b3940,GO:0009088,threonine biosynthetic process,biological_process
b3940,GO:0009089,lysine biosynthetic process via diaminopimelate,biological_process
b3940,GO:0009090,homoserine biosynthetic process,biological_process
b1167,GO:0044010,"single-species biofilm formation,",biological_process
b1843,GO:0006807,"nitrogen compound metabolic process,",biological_process
b4138,GO:0015740,"C4-dicarboxylate transport,",biological_process
b4123,GO:0015740,"C4-dicarboxylate transport,",biological_process
b1206,GO:0015741,fumarate transport,biological_process
b1206,GO:0015810,aspartate transport,biological_process
b1206,GO:0071422,succinate transmembrane transport,biological_process
b1206,GO:0089712,L-aspartate transmembrane transport,biological_process
b1206,GO:1902358,sulfate transmembrane transport,biological_process
b3528,GO:0006974,cellular response to DNA damage stimulus,biological_process
b3528,GO:0015741,fumarate transport,biological_process
b3528,GO:0015992,proton transport,biological_process
b3528,GO:0070778,L-aspartate transport,biological_process
b3528,GO:0071422,succinate transmembrane transport,biological_process
b3528,GO:0071423,malate transmembrane transport,biological_process
b3528,GO:0089712,L-aspartate transmembrane transport,biological_process
b3528,GO:1902600,hydrogen ion transmembrane transport,biological_process
b1758,GO:0008654,"phospholipid biosynthetic process,",biological_process
b3918,GO:0008654,phospholipid biosynthetic process,biological_process
b3918,GO:0046342,CDP-diacylglycerol catabolic process,biological_process
b0175,GO:0006655,phosphatidylglycerol biosynthetic process,biological_process
b0175,GO:0016024,CDP-diacylglycerol biosynthetic process,biological_process
b2689,GO:0006928,"movement of cell or subcellular component,",biological_process
b2004,GO:0031342,negative regulation of cell killing,biological_process
b2004,GO:0051495,positive regulation of cytoskeleton organization,biological_process
b2005,GO:0008360,regulation of cell shape,biological_process
b2005,GO:0012501,programmed cell death,biological_process
b2632,GO:0000027,"ribosomal large subunit assembly,",biological_process
b2624,GO:0006351,"transcription, DNA-templated",biological_process
b2624,GO:0044010,single-species biofilm formation,biological_process
b2624,GO:0045893,"positive regulation of transcription, DNA-templated",biological_process
b2630,GO:0006402,mRNA catabolic process,biological_process
b2630,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic",biological_process
b2622,GO:0006310,DNA recombination,biological_process
b2622,GO:0032359,provirus excision,biological_process
b2622,GO:0046718,viral entry into host cell,biological_process
b2634,GO:0006351,"transcription, DNA-templated",biological_process
b2634,GO:1900190,regulation of single-species biofilm formation,biological_process
b2631,GO:0060702,"negative regulation of endoribonuclease activity,",biological_process
b2628,GO:0051607,"defense response to virus,",biological_process
b0261,GO:0006974,cellular response to DNA damage stimulus,biological_process
b0261,GO:0009086,methionine biosynthetic process,biological_process
b0261,GO:0033477,S-methylmethionine metabolic process,biological_process
b0261,GO:0033528,S-methylmethionine cycle,biological_process
b0269,GO:0009082,branched-chain amino acid biosynthetic process,biological_process
b0269,GO:0046176,aldonic acid catabolic process,biological_process
b0254,GO:0006351,"transcription, DNA-templated,",biological_process
b0267,GO:0015074,"DNA integration,",biological_process
b0272,GO:0006351,"transcription, DNA-templated",biological_process
b0272,GO:0044010,single-species biofilm formation,biological_process
b0272,GO:0045892,"negative regulation of transcription, DNA-templated",biological_process
b0253,GO:0000027,"ribosomal large subunit assembly,",biological_process
b0260,GO:0003333,amino acid transmembrane transport,biological_process
b0260,GO:0009086,methionine biosynthetic process,biological_process
b0260,GO:0015806,S-methylmethionine transport,biological_process
b0260,GO:0015807,L-amino acid transport,biological_process
b0260,GO:1902475,L-alpha-amino acid transmembrane transport,biological_process
b0262,GO:0055072,"iron ion homeostasis,",biological_process
b0281,GO:0006310,DNA recombination,biological_process
b0281,GO:0032359,provirus excision,biological_process
b0281,GO:0046718,viral entry into host cell,biological_process
b0270,GO:0006814,"sodium ion transport,",biological_process
b0271,GO:0045493,"xylan catabolic process,",biological_process
b0245,GO:0030308,"negative regulation of cell growth,",biological_process
b2350,GO:0000271,polysaccharide biosynthetic process,biological_process
b2350,GO:0006783,heme biosynthetic process,biological_process
b2350,GO:0006810,transport,biological_process
b2354,GO:0006979,"response to oxidative stress,",biological_process
b2361,GO:0016311,"dephosphorylation,",biological_process
b2349,GO:0006310,DNA recombination,biological_process
b2349,GO:0032359,provirus excision,biological_process
b2349,GO:0046718,viral entry into host cell,biological_process
b2362,GO:0006979,"response to oxidative stress,",biological_process
b2442,GO:0006310,DNA recombination,biological_process
b2442,GO:0032359,provirus excision,biological_process
b2442,GO:0046718,viral entry into host cell,biological_process
b2760,GO:0051607,"defense response to virus,",biological_process
b2759,GO:0051607,"defense response to virus,",biological_process
b2758,GO:0051607,"defense response to virus,",biological_process
b2757,GO:0043571,maintenance of CRISPR repeat elements,biological_process
b2757,GO:0051607,defense response to virus,biological_process
b2756,GO:0006396,RNA processing,biological_process
b2756,GO:0051607,defense response to virus,biological_process
b2756,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic",biological_process
b2754,GO:0043571,maintenance of CRISPR repeat elements,biological_process
b2754,GO:0051607,defense response to virus,biological_process
b0959,GO:0006351,"transcription, DNA-templated",biological_process
b0959,GO:0009290,DNA import into cell involved in transformation,biological_process
b0959,GO:0030420,establishment of competence for transformation,biological_process
b0959,GO:0045893,"positive regulation of transcription, DNA-templated",biological_process
b0959,GO:0051090,regulation of sequence-specific DNA binding transcription factor activity,biological_process
b0959,GO:1903658,positive regulation of type IV pilus biogenesis,biological_process
b1759,GO:0006281,"DNA repair,",biological_process
b2780,GO:0006241,CTP biosynthetic process,biological_process
b2780,GO:0006541,glutamine metabolic process,biological_process
b2780,GO:0044210,'de novo' CTP biosynthetic process,biological_process
b2877,GO:0006777,Mo-molybdopterin cofactor biosynthetic process,biological_process
